21:03:20 INFO  : Registering command handlers for SDK TCF services
14:53:59 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
14:53:59 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
14:54:00 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:17:19 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1575414976069,  Project:1575413059801
15:17:19 INFO  : Project mcs_top_complete_hw_platform_0's source hardware specification located at C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
15:17:21 INFO  : Copied contents of C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf into \mcs_top_complete_hw_platform_0\system.hdf.
15:17:21 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
15:17:23 INFO  : 
15:17:24 INFO  : Updating hardware inferred compiler options for video_sampler.
15:17:24 INFO  : Clearing existing target manager status.
15:17:47 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:17:47 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:17:48 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:19:16 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:19:16 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:19:17 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:19:52 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:19:52 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:19:53 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:21:59 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:21:59 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:22:00 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:23:06 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:23:07 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:23:08 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:23:50 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:23:50 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:23:52 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:33:25 INFO  : SDK has detected change in the last modified timestamps for source hardware specification file Source:1575415992254,  Project:1575414976069
15:33:25 INFO  : Project mcs_top_complete_hw_platform_0's source hardware specification located at C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf is now different from the local copy.
		 The local copy will be replaced with the source specification and your workspace will be updated.
15:33:27 INFO  : Copied contents of C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf into \mcs_top_complete_hw_platform_0\system.hdf.
15:33:27 INFO  : Synchronizing projects in the workspace with the hardware platform specification changes.
15:33:29 INFO  : 
15:33:30 INFO  : Updating hardware inferred compiler options for video_sampler.
15:33:30 INFO  : Clearing existing target manager status.
15:33:49 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:33:49 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:33:50 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:35:32 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:35:33 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:35:34 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:38:41 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:38:41 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:38:42 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:40:05 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:40:05 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:40:06 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:42:44 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:42:44 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:42:45 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:44:28 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:44:28 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:44:29 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:45:37 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:45:37 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292742633A" && level==0} -index 0' command is executed.
15:45:38 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
11:33:15 INFO  : Registering command handlers for SDK TCF services
11:33:16 INFO  : Launching XSCT server: xsct.bat -interactive C:\Users\matta\Vivado_projects\video_sampler\video_sampler.sdk\temp_xsdb_launch_script.tcl
11:33:20 INFO  : XSCT server has started successfully.
11:33:23 INFO  : Processing command line option -hwspec C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf.
11:33:23 INFO  : Successfully done setting XSCT server connection channel  
11:33:23 INFO  : Successfully done setting SDK workspace  
11:33:23 INFO  : Checking for hwspec changes in the project mcs_top_complete_hw_platform_0.
11:34:44 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:34:47 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292A8AEA2A" && level==0} -index 0' command is executed.
11:34:48 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
11:35:25 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:35:25 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292A8AEA2A" && level==0} -index 0' command is executed.
11:35:26 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
11:40:24 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
11:40:24 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292A8AEA2A" && level==0} -index 0' command is executed.
11:40:25 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:46:37 INFO  : Registering command handlers for SDK TCF services
15:46:38 INFO  : Launching XSCT server: xsct.bat -interactive C:\Users\matta\Vivado_projects\video_sampler\video_sampler.sdk\temp_xsdb_launch_script.tcl
15:46:42 INFO  : XSCT server has started successfully.
15:46:45 INFO  : Processing command line option -hwspec C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete.hdf.
15:46:48 INFO  : Successfully done setting XSCT server connection channel  
15:46:48 INFO  : Successfully done setting SDK workspace  
15:46:48 INFO  : Checking for hwspec changes in the project mcs_top_complete_hw_platform_0.
15:47:20 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:47:22 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292A8AEA2A" && level==0} -index 0' command is executed.
15:47:23 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
15:48:37 INFO  : Connected to target on host '127.0.0.1' and port '3121'.
15:48:37 INFO  : 'targets -set -filter {jtag_cable_name =~ "Digilent Nexys4DDR 210292A8AEA2A" && level==0} -index 0' command is executed.
15:48:38 INFO  : FPGA configured successfully with bitstream "C:/Users/matta/Vivado_projects/video_sampler/video_sampler.sdk/mcs_top_complete_hw_platform_0/download.bit"
